intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100000003;Уральский банк;Свердловское отд. №7003;1600/1/3;В пользовании;ОКВКУ №7003/0662;Здание/помещение  (нежилое);2010-07-30;9999-12-31;СМ- сельская местность;66;обл Свердловская;р-н Красноуфимский;;;рп Натальинск;;ул Советская;3;Собственность;01;Договор купли-продажи;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;СОФЛДО № 7003/0662;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.293,20;10;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000003;05;I000000000000000831518;06;7003;06;38.7000;38.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1630.4206;1437.6617;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;38.7000;1;0.0000;0.0000;38.7000;0;0.0000;10332892;38;38.7000;1.0000;2293.20;1.0000000000;56.470464;57.866739;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000004;Уральский банк;Свердловское отд. №7003;1600/1/4;В пользовании;ОКВКУ №7003/0661;Здание/помещение  (нежилое);2010-07-30;9999-12-31;СМ- сельская местность;66;обл Свердловская;р-н Красноуфимский;;;п Сарана;;ул Заводская;69;Собственность;01;Договор купли-продажи;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;СОФЛДО № 7003/0661;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.293,20;10;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000004;05;I000000000000000831294;06;7003;06;38.6000;38.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1707.2678;1667.9447;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;38.6000;1;0.0000;0.0000;38.6000;0;0.0000;10332891;38;38.6000;1.0000;2293.20;1.0000000000;56.475720;57.729817;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000017;Уральский банк;Свердловское отд. №7003;1600/1/17;В пользовании;Доп.Офис 7003/0668;Здание/помещение  (нежилое);2001-12-26;9999-12-31;ПГТ – поселок городского типа;66;обл Свердловская;р-н Ачитский;;;пгт Ачит;;ул Кривозубова;23;Собственность;01;Строительство;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Непереформатированные ВСП;СОФЛДО №7003/0668;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;5.901,00;10;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000017;04;I000000000000000831554;06;7003;06;259.8000;180.0000;68.1000;0.0000;0.0000;0.0000;69.2841;26.2125;0.0000;0.0000;6451.1112;6296.2845;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.4750;1;0.0000;0.0000;22.5000;0;0.0000;10204821;38;180.0000;8.0000;5901.00;1.2000000000;56.804166;57.888380;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000018;Уральский банк;Свердловское отд. №7003;1600/1/18;В пользовании;Доп. офис №7003/0659;Здание/помещение  (нежилое);1988-09-03;9999-12-31;Д – город с населением <100 тыс. жителей;66;обл Свердловская;;г Красноуфимск;;;;ул Озерная;60;Собственность;01;Строительство;Объекты в плане следующих лет;2024-03-15;2024-08-28;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Непереформатированные ВСП;УДО №7003/0659;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;5.735,10;10;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000018;02;I000000000000000832786;06;7003;06;405.8000;369.0000;36.8000;0.0000;0.0000;0.0000;90.9315;9.0685;0.0000;0.0000;22898.2655;22326.2839;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.4455;1;0.0000;0.0000;26.6900;0;0.0000;10243601;38;213.5200;8.0000;5735.10;1.2000000000;56.611920;57.771391;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000019;Уральский банк;Свердловское отд. №7003;1600/1/19;В пользовании;ДО 7003/0670;Здание/помещение  (нежилое);2001-08-30;9999-12-31;ПГТ – поселок городского типа;66;обл Свердловская;р-н Артинский;;;рп Арти;;ул Рабочей Молодежи;113;Собственность;01;Строительство;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0670;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;4.731,30;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000019;04;I000000000000000832319;06;7003;06;269.1000;149.0000;120.1000;0.0000;0.0000;0.0000;55.3698;44.6302;0.0000;0.0000;18496.3084;18123.6676;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;29.9000;1;0.0000;0.0000;16.6621;0;0.0000;10204823;38;133.2971;8.0000;4731.30;1.2000000000;56.427740;58.517831;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000026;Уральский банк;Башкирское отд. №8598;1600/1/26;В пользовании;Гараж 64,7 кв.м;Здание/помещение  (нежилое);2007-12-26;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Чекмагушевский;;;с Чекмагуш;;ул Ленина;76литБ;Собственность;01;Строительство;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Отдел транспортного обеспечения;Сервисы;Используется;05;Гаражный;Гаражный холодный;2.003,40;01;04;16;Гараж;X;;-;;0000000000;1600;IB16000000000100000026;;I000000000000001692151;08;8598;08;64.7000;0.0000;64.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;1802.6900;919.7397;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10261605;30;64.7000;0.0000;2003.40;1.0000000000;55.138780;54.651897;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000033;Уральский банк;Башкирское отд. №8598;1600/1/33;В пользовании;ДО №8598/0408;Здание/помещение  (нежилое);1983-12-13;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Бакалинский;;;с Бакалы;;ул Красных Партизан;38;Собственность;01;Решение органов власти кроме залога;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Непереформатированные ВСП;Специлизированный доп.офис № 8598/0408;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;5.937,75;10;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000033;02;I000000000000000832139;06;8598;06;154.4000;154.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;4900.5352;4733.9172;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;11.8769;1;0.0000;0.0000;11.8769;0;0.0000;10202621;38;154.4000;13.0000;5937.75;1.2000000000;55.179220;53.797513;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000046;Среднерусский банк;Калужское отд. №8608;4000/1/2;В пользовании;ДО №8608/0206;Здание/помещение  (нежилое);2003-12-30;9999-12-31;ПГТ – поселок городского типа;40;обл Калужская;р-н Дзержинский;;;п Товарково;;ул Ленина;24;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Дополнительный офис №8608/0206;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;5.304,60;01;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000002;04;I000000000000000829414;06;8608;06;60.6000;79.0000;0.0000;0.0000;0.0000;0.0000;130.3630;0.0000;0.0000;0.0000;2929.9092;2547.2036;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.1667;1;0.0000;0.0000;18.1667;0;0.0000;10181533;38;54.5000;3.0000;5304.60;1.0000000000;54.677348;35.943477;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000049;Среднерусский банк;Калужское отд. №8608;4000/1/5;В пользовании;ДО №8608/0116;Здание/помещение  (нежилое);1986-12-10;9999-12-31;С – город с населением >=100 и <500;40;обл Калужская;;г Калуга;;;;ул Кубяка;7;Собственность;01;Решение органов власти кроме залога;Переформатирование завершено;2013-10-01;2014-03-25;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8608/0116;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;10.752,00;01;01;01;Служебное;X;;1,2000000000;X;0000000000;4000;IB40000000000100000005;02;I000000000000000831947;06;8608;06;241.5000;241.5000;0.0000;0.0000;1.0000;0.0000;100.0000;0.0000;0.0000;0.0000;14145.4734;13438.1997;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.9417;1;0.0000;0.0000;18.8583;0;0.0000;10059406;38;226.3000;12.0000;10752.00;1.2000000000;54.576470;36.250570;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000076;Уральский банк;Свердловское отд. №7003;1600/1/54;В пользовании;ОКвКУ №7003/0666;Здание/помещение  (нежилое);2010-07-30;9999-12-31;СМ- сельская местность;66;обл Свердловская;р-н Красноуфимский;;;с Криулино;;ул Садовая;8;Собственность;01;Договор купли-продажи;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;СОФЛДО №7003/0666;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.293,20;10;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000054;05;I000000000000000831296;06;7003;06;15.8000;12.7000;3.1000;0.0000;0.0000;0.0000;80.3797;19.6203;0.0000;0.0000;585.0952;571.6187;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7.9000;1;0.0000;0.0000;7.9000;0;0.0000;10332894;38;15.8000;2.0000;2293.20;1.0000000000;56.584262;57.816917;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000082;Уральский банк;Свердловское отд. №7003;1600/1/60;В пользовании;Опер.касса№ 7003/0838;Здание/помещение  (нежилое);2009-03-31;9999-12-31;Т - город с населением >=500 и <1000 тыс. жителей;66;обл Свердловская;;г Качканар;;п Валериановск;;ул Лесная;2а;Собственность;01;Договор купли-продажи;Объекты в плане следующих лет;2022-01-01;2022-07-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;СОФЛДО №7003/0838;Сеть продаж;Используется;02;Ритейл;Ритейл - стритритейл, ВПП;2.293,20;10;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000060;04;I000000000000000831298;06;7003;06;41.6000;41.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2220.6721;1649.5271;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;41.6000;1;0.0000;0.0000;41.6000;0;0.0000;10332396;38;41.6000;1.0000;2293.20;1.0000000000;58.704853;59.485287;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000085;Уральский банк;Свердловское отд. №7003;1600/1/63;В пользовании;VIP ДО №7003/0873;Здание/помещение  (нежилое);2009-03-27;9999-12-31;М – город с населением >=1000 тыс. жителей;66;обл Свердловская;;г Екатеринбург;Железнодорожный;;;ул Николая Никонова;10;Собственность;01;Договор купли-продажи;Переформатирование завершено;2012-05-10;2013-02-21;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-14;2026-12-31;A;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0873;Развитие клиентского опыта B2C;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;8.449,35;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000063;04;I000000000000000832545;06;7003;06;465.8000;208.6000;257.2000;0.0000;0.0000;0.0000;44.7832;55.2168;0.0000;0.0000;66028.9188;64506.6382;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;33.2714;1;0.0000;0.0000;33.2714;0;0.0000;10201511;40;465.7993;14.0000;8449.35;1.2000000000;56.848239;60.604820;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000086;Уральский банк;Свердловское отд. №7003;1600/1/64;В пользовании;ДО №7003/0461;Здание/помещение  (нежилое);2008-01-26;9999-12-31;М – город с населением >=1000 тыс. жителей;66;обл Свердловская;;г Екатеринбург;Железнодорожный;;;ул Луначарского;40;Собственность;01;Договор купли-продажи;Переформатирование завершено;2025-10-01;2026-04-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;УДО №7003/0461;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;8.989,05;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000064;04;I000000000000000832546;06;7003;06;315.1000;308.6000;6.5000;0.0000;0.0000;0.0000;97.9372;2.0628;0.0000;0.0000;30739.7576;30021.3992;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.5100;1;0.0000;0.0000;31.0400;0;0.0000;10261278;38;310.4000;10.0000;8989.05;1.2000000000;56.852328;60.615484;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000108;Среднерусский банк;Калужское отд. №8608;4000/1/43;В пользовании;ДО №8608/0218;Здание/помещение  (нежилое);1981-12-23;9999-12-31;СМ- сельская местность;40;обл Калужская;р-н Износковский;;;п Мятлево;;пер Школьный;3;Собственность;01;Преобразование имущественного права;Не планируется переформатирование;2021-04-15;2021-07-19;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис № 8608/0218;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.978,85;10;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000043;02;I000000000000000828848;06;8608;06;72.7000;72.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1465.4294;1318.8863;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;68.6000;1;0.0000;0.0000;68.6000;0;0.0000;10181543;38;68.6000;1.0000;2978.85;1.0000000000;54.895665;35.676738;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000158;Среднерусский банк;Калужское отд. №8608;4000/1/58;В пользовании;ДО №8608/0208;Здание/помещение  (нежилое);1962-12-31;9999-12-31;СМ- сельская местность;40;обл Калужская;р-н Дзержинский;;;с имени Льва Толстого;;ул Крестьянская;4;Собственность;01;Решение органов власти кроме залога;Переформатирование завершено;2024-02-01;2024-06-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис №8608/0208;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;3.574,20;01;01;01;Служебное;X;;1,2000000000;X;0000000000;4000;IB40000000000100000058;02;I000000000000000829192;06;8608;06;100.0000;100.0000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;4546.7600;4414.8276;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;50.0000;1;0.0000;0.0000;50.0000;0;0.0000;10245985;38;100.0000;2.0000;3574.20;1.2000000000;54.606436;36.037066;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000159;Среднерусский банк;Калужское отд. №8608;4000/1/59;В пользовании;ДО №8608/0205;Здание/помещение  (нежилое);1996-10-08;9999-12-31;СМ- сельская местность;40;обл Калужская;р-н Дзержинский;;;п Полотняный Завод;;ул Московская;зд14/1664;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис № 8608/0205;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;3.574,20;01;01;01;Служебное;X;;1,2000000000;X;0000000000;4000;IB40000000000100000059;02;I000000000000000829415;06;8608;06;46.9000;43.1000;3.8000;0.0000;2.0000;0.0000;91.8977;8.1023;0.0000;0.0000;6998.0006;1327.6002;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;23.4500;1;0.0000;0.0000;20.5500;0;0.0000;10181532;38;41.1000;2.0000;3574.20;1.2000000000;54.742354;36.002809;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000186;Среднерусский банк;Калужское отд. №8608;4000/1/64;В пользовании;Административно-управленческое;Здание/помещение  (нежилое);2008-04-20;9999-12-31;С – город с населением >=100 и <500;40;обл Калужская;;г Калуга;;;;ул Кирова;21А;Собственность;01;Строительство;;2014-04-08;2014-09-12;;;;ГРУППА B. Офисы;;;;Нет;2026-01-20;2026-12-31;B/KB;Иные;ТОЕ_8608.ГСБ ДНиЭ Недвижим (внеш.аренда);Сервисы;Неиспользуемые: Сдано в аренду;03;Административный;Офисы;-;27;02;20;Иное;X;;-;;0000000000;4000;IB40000000000100000064;02;I000000000000000828847;07;8608;07;14497.5000;8296.8700;6303.4300;0.0000;2650.7300;0.0000;57.2297;43.4794;0.0000;0.0000;1330456.8102;1296691.2440;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;36.8860;1;0.0000;0.0000;0.0000;0;0.0000;19073511;30;1903.5300;0.0000;0.00;1.0000000000;54.515211;36.255685;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000191;Среднерусский банк;Калужское отд. №8608;4000/1/69;В пользовании;ДО №8608/056;Здание/помещение  (нежилое);1994-12-29;9999-12-31;С – город с населением >=100 и <500;40;обл Калужская;;г Калуга;;;;ул В.Никитиной;41;Собственность;01;Договор купли-продажи;Переформатирование завершено;2022-11-01;2023-01-20;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Дополнительный офис № 8608/056;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;8.990,10;01;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000069;03;I000000000000000831948;06;8608;06;103.2000;103.2000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;5726.2226;5611.6982;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;46.1000;1;0.0000;0.0000;46.1000;0;0.0000;10035397;38;92.2000;2.0000;8990.10;1.0000000000;54.533820;36.264283;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000197;Среднерусский банк;Калужское отд. №8608;4000/1/75;В пользовании;ДО №8608/0137;Здание/помещение  (нежилое);1997-11-26;9999-12-31;СМ- сельская местность;40;обл Калужская;р-н Ферзиковский;;;д Бебелево;;ул Центральная;21;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8608/0137;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.978,85;10;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000075;02;I000000000000000829441;06;8608;06;58.9000;58.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1335.5954;1303.5410;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;58.9000;1;0.0000;0.0000;58.9000;0;0.0000;10240030;38;58.9000;1.0000;2978.85;1.0000000000;54.528180;36.497130;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000200;Среднерусский банк;Калужское отд. №8608;4000/1/78;В пользовании;ДО №8608/0118;Здание/помещение  (нежилое);1994-12-29;9999-12-31;С – город с населением >=100 и <500;40;обл Калужская;;г Калуга;;;;ул Льва Толстого;55б;Собственность;01;Договор купли-продажи;Переформатирование завершено;2021-05-15;2021-07-31;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Дополнительный офис № 8608/0118;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;8.990,10;01;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000078;02;I000000000000000829667;06;8608;06;93.7000;93.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;5172.2956;4913.6808;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;44.3500;1;0.0000;0.0000;44.3500;0;0.0000;10035252;38;88.7000;2.0000;8990.10;1.0000000000;54.511249;36.351405;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000202;Уральский банк;Свердловское отд. №7003;1600/1/124;В пользовании;Дополнительный офис №7003/0118;Здание/помещение  (нежилое);2012-05-25;9999-12-31;М – город с населением >=1000 тыс. жителей;66;обл Свердловская;;г Екатеринбург;Железнодорожный;;;ул Билимбаевская;31к1;Собственность;01;Договор купли-продажи;Переформатирование завершено;2011-12-05;2012-09-29;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0118;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;9.078,30;01;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000124;04;I000000000000000831555;06;7003;06;115.3000;67.3700;47.9300;0.0000;0.0000;0.0000;58.4302;41.5698;0.0000;0.0000;12212.9695;11938.0058;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;14.4125;1;0.0000;0.0000;14.4125;0;0.0000;10204366;38;115.2999;8.0000;9078.30;1.0000000000;56.883103;60.510056;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000205;Уральский банк;Свердловское отд. №7003;1600/1/127;В пользовании;ДО №7003/0424;Здание/помещение  (нежилое);2012-05-25;9999-12-31;М – город с населением >=1000 тыс. жителей;66;обл Свердловская;;г Екатеринбург;Железнодорожный;;;ул Мельковская;2_б;Собственность;01;Договор купли-продажи;Переформатирование завершено;2021-06-05;2022-02-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0424;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;12.883,50;01;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000127;02;I000000000000000831553;06;7003;06;267.4000;215.8000;51.6000;0.0000;5.0000;0.0000;80.7031;19.2969;0.0000;0.0000;30181.3685;29500.5860;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;66.8501;1;0.0000;0.0000;36.6251;0;0.0000;10204425;38;146.5002;4.0000;12883.50;1.0000000000;56.837601;60.597856;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
